ID,Label,House,Year,Month,Temperature,Daylight,EnergyProduction
276,288,0,13,2011,7,26.0,175.0,671,922.0
277,289,1,13,2011,8,25.7,165.8,634,671.0
278,290,2,13,2011,9,22.7,169.9,556,634.0
279,291,3,13,2011,10,16.2,165.7,544,556.0
280,292,4,13,2011,11,11.5,171.3,466,544.0
281,293,5,13,2011,12,4.1,197.6,495,466.0
282,294,6,13,2012,1,1.6,199.0,533,495.0
283,295,7,13,2012,2,2.6,170.1,518,533.0
284,296,8,13,2012,3,6.5,170.4,596,518.0
285,297,9,13,2012,4,12.4,183.0,662,596.0
286,298,10,13,2012,5,17.5,208.4,709,662.0
287,299,11,13,2012,6,20.7,143.1,605,709.0
288,300,12,13,2012,7,25.2,154.6,612,605.0
289,301,13,13,2012,8,27.2,256.4,789,612.0
290,302,14,13,2012,9,23.9,166.6,602,789.0
291,303,15,13,2012,10,16.5,189.7,581,602.0
292,304,16,13,2012,11,9.2,186.4,490,581.0
293,305,17,13,2012,12,3.6,178.3,468,490.0
294,306,18,13,2013,1,2.0,228.3,585,468.0
295,307,19,13,2013,2,3.0,195.9,557,585.0
296,308,20,13,2013,3,9.5,221.5,695,557.0
297,309,21,13,2013,4,12.3,225.4,730,695.0
298,310,22,13,2013,5,18.4,253.8,804,730.0
368,384,0,17,2011,7,26.8,188.8,706,839.0
369,385,1,17,2011,8,26.8,179.1,684,706.0
370,386,2,17,2011,9,23.2,167.4,595,684.0
371,387,3,17,2011,10,17.2,175.5,597,595.0
372,388,4,17,2011,11,12.0,173.7,518,597.0
373,389,5,17,2011,12,4.9,217.7,580,518.0
374,390,6,17,2012,1,2.2,215.3,616,580.0
375,391,7,17,2012,2,3.5,178.8,579,616.0
376,392,8,17,2012,3,7.8,181.6,651,579.0
377,393,9,17,2012,4,13.8,201.6,725,651.0
378,394,10,17,2012,5,18.4,218.7,749,725.0
379,395,11,17,2012,6,21.8,152.1,645,749.0
380,396,12,17,2012,7,26.2,169.8,661,645.0
381,397,13,17,2012,8,27.8,257.9,822,661.0
382,398,14,17,2012,9,24.7,183.2,665,822.0
383,399,15,17,2012,10,17.4,201.2,655,665.0
384,400,16,17,2012,11,9.7,203.5,582,655.0
385,401,17,17,2012,12,3.8,194.2,534,582.0
386,402,18,17,2013,1,2.0,234.6,640,534.0
387,403,19,17,2013,2,4.2,201.8,638,640.0
388,404,20,17,2013,3,11.2,234.0,778,638.0
389,405,21,17,2013,4,13.6,237.1,758,778.0
390,406,22,17,2013,5,19.2,258.4,838,758.0
529,552,0,24,2011,7,24.8,178.1,783,688.0
530,553,1,24,2011,8,24.7,173.8,749,783.0
531,554,2,24,2011,9,21.4,159.8,603,749.0
532,555,3,24,2011,10,15.3,164.6,601,603.0
533,556,4,24,2011,11,10.6,163.7,491,601.0
534,557,5,24,2011,12,3.4,191.9,503,491.0
535,558,6,24,2012,1,0.8,195.0,552,503.0
536,559,7,24,2012,2,2.0,161.8,536,552.0
537,560,8,24,2012,3,6.2,168.0,674,536.0
538,561,9,24,2012,4,12.1,188.1,776,674.0
539,562,10,24,2012,5,16.7,205.8,821,776.0
540,563,11,24,2012,6,20.2,148.2,732,821.0
541,564,12,24,2012,7,24.3,167.0,722,732.0
542,565,13,24,2012,8,25.8,256.7,900,722.0
543,566,14,24,2012,9,22.8,181.1,694,900.0
544,567,15,24,2012,10,15.6,184.5,625,694.0
545,568,16,24,2012,11,8.3,181.2,514,625.0
546,569,17,24,2012,12,2.4,158.1,446,514.0
547,570,18,24,2013,1,0.9,213.8,582,446.0
548,571,19,24,2013,2,2.6,183.4,560,582.0
549,572,20,24,2013,3,9.3,217.4,759,560.0
550,573,21,24,2013,4,11.9,225.1,828,759.0
551,574,22,24,2013,5,17.7,250.6,922,828.0
552,576,0,25,2011,7,26.1,183.3,576,922.0
553,577,1,25,2011,8,26.0,169.7,532,576.0
554,578,2,25,2011,9,23.5,176.2,498,532.0
555,579,3,25,2011,10,17.2,150.3,444,498.0
556,580,4,25,2011,11,12.6,158.4,399,444.0
557,581,5,25,2011,12,5.2,190.5,439,399.0
558,582,6,25,2012,1,2.7,193.2,475,439.0
559,583,7,25,2012,2,3.3,168.7,464,475.0
560,584,8,25,2012,3,6.8,160.2,508,464.0
561,585,9,25,2012,4,12.0,176.3,550,508.0
562,586,10,25,2012,5,17.3,206.9,603,550.0
563,587,11,25,2012,6,19.7,158.0,519,603.0
564,588,12,25,2012,7,24.8,159.1,538,519.0
565,589,13,25,2012,8,27.4,263.7,674,538.0
566,590,14,25,2012,9,24.5,166.7,491,674.0
567,591,15,25,2012,10,17.5,187.0,500,491.0
568,592,16,25,2012,11,10.8,174.5,418,500.0
569,593,17,25,2012,12,5.4,183.4,429,418.0
570,594,18,25,2013,1,3.4,233.0,529,429.0
571,595,19,25,2013,2,3.8,195.4,506,529.0
572,596,20,25,2013,3,9.6,206.5,577,506.0
573,597,21,25,2013,4,12.5,210.0,601,577.0
574,598,22,25,2013,5,17.2,250.7,688,601.0
575,600,0,26,2011,7,27.2,175.2,620,688.0
576,601,1,26,2011,8,26.9,153.1,607,620.0
577,602,2,26,2011,9,24.2,177.6,660,607.0
578,603,3,26,2011,10,17.6,158.8,607,660.0
579,604,4,26,2011,11,12.3,165.8,616,607.0
580,605,5,26,2011,12,5.0,200.3,742,616.0
581,606,6,26,2012,1,2.6,205.6,743,742.0
582,607,7,26,2012,2,3.6,178.4,665,743.0
583,608,8,26,2012,3,7.3,167.5,698,665.0
584,609,9,26,2012,4,13.2,170.8,715,698.0
585,610,10,26,2012,5,18.6,215.2,835,715.0
586,611,11,26,2012,6,21.0,137.4,714,835.0
587,612,12,26,2012,7,26.2,160.1,766,714.0
588,613,13,26,2012,8,28.8,253.2,929,766.0
589,614,14,26,2012,9,25.1,162.3,708,929.0
590,615,15,26,2012,10,17.7,185.2,711,708.0
591,616,16,26,2012,11,10.4,171.4,579,711.0
592,617,17,26,2012,12,4.9,189.3,585,579.0
593,618,18,26,2013,1,3.3,233.6,746,585.0
594,619,19,26,2013,2,4.1,195.4,728,746.0
595,620,20,26,2013,3,10.3,207.1,830,728.0
596,621,21,26,2013,4,13.4,214.5,843,830.0
597,622,22,26,2013,5,19.0,250.8,960,843.0
621,648,0,28,2011,7,27.2,184.2,702,970.0
622,649,1,28,2011,8,26.9,172.4,698,702.0
623,650,2,28,2011,9,23.7,174.0,690,698.0
624,651,3,28,2011,10,17.3,174.6,686,690.0
625,652,4,28,2011,11,12.1,174.1,664,686.0
626,653,5,28,2011,12,5.0,212.4,802,664.0
627,654,6,28,2012,1,2.5,213.2,797,802.0
628,655,7,28,2012,2,3.6,186.7,727,797.0
629,656,8,28,2012,3,7.5,179.5,776,727.0
630,657,9,28,2012,4,13.4,189.0,806,776.0
631,658,10,28,2012,5,18.5,220.7,919,806.0
632,659,11,28,2012,6,21.6,144.9,794,919.0
633,660,12,28,2012,7,26.3,158.3,832,794.0
634,661,13,28,2012,8,28.4,257.7,1030,832.0
635,662,14,28,2012,9,24.9,170.8,801,1030.0
636,663,15,28,2012,10,17.5,201.5,799,801.0
637,664,16,28,2012,11,10.1,193.2,668,799.0
638,665,17,28,2012,12,4.4,198.2,637,668.0
639,666,18,28,2013,1,2.8,240.1,792,637.0
640,667,19,28,2013,2,4.1,202.7,795,792.0
641,668,20,28,2013,3,10.6,228.5,941,795.0
642,669,21,28,2013,4,13.4,232.1,932,941.0
643,670,22,28,2013,5,19.2,257.9,1046,932.0
713,744,0,32,2011,7,27.0,180.4,633,1046.0
714,745,1,32,2011,8,26.7,168.5,601,633.0
715,746,2,32,2011,9,23.5,173.7,552,601.0
716,747,3,32,2011,10,17.2,171.2,542,552.0
717,748,4,32,2011,11,12.2,176.3,479,542.0
718,749,5,32,2011,12,4.9,210.5,533,479.0
719,750,6,32,2012,1,2.3,209.1,565,533.0
720,751,7,32,2012,2,3.4,178.6,540,565.0
721,752,8,32,2012,3,7.3,177.2,584,540.0
722,753,9,32,2012,4,13.3,189.8,636,584.0
723,754,10,32,2012,5,18.3,214.9,673,636.0
724,755,11,32,2012,6,21.5,145.1,561,673.0
725,756,12,32,2012,7,26.2,156.0,581,561.0
726,757,13,32,2012,8,28.2,257.0,750,581.0
727,758,14,32,2012,9,24.8,167.6,587,750.0
728,759,15,32,2012,10,17.4,198.1,596,587.0
729,760,16,32,2012,11,9.9,197.6,524,596.0
730,761,17,32,2012,12,4.3,196.3,512,524.0
731,762,18,32,2013,1,2.6,238.7,614,512.0
732,763,19,32,2013,2,3.8,205.1,596,614.0
733,764,20,32,2013,3,10.4,229.8,704,596.0
734,765,21,32,2013,4,13.2,231.4,695,704.0
735,766,22,32,2013,5,19.1,257.7,762,695.0
989,1032,0,44,2011,7,26.9,179.7,617,972.0
990,1033,1,44,2011,8,26.6,176.4,601,617.0
991,1034,2,44,2011,9,24.0,177.5,654,601.0
992,1035,3,44,2011,10,17.5,157.1,598,654.0
993,1036,4,44,2011,11,12.3,163.3,626,598.0
994,1037,5,44,2011,12,5.1,200.0,805,626.0
995,1038,6,44,2012,1,2.6,206.9,792,805.0
996,1039,7,44,2012,2,3.6,175.8,669,792.0
997,1040,8,44,2012,3,7.2,163.9,681,669.0
998,1041,9,44,2012,4,12.8,172.4,696,681.0
999,1042,10,44,2012,5,18.3,208.7,824,696.0
1000,1043,11,44,2012,6,20.5,148.6,698,824.0
1001,1044,12,44,2012,7,25.7,164.0,836,698.0
1002,1045,13,44,2012,8,28.4,261.9,974,836.0
1003,1046,14,44,2012,9,24.8,165.8,709,974.0
1004,1047,15,44,2012,10,17.6,188.2,679,709.0
1005,1048,16,44,2012,11,10.5,172.6,522,679.0
1006,1049,17,44,2012,12,4.9,189.4,497,522.0
1007,1050,18,44,2013,1,3.3,232.2,632,497.0
1008,1051,19,44,2013,2,3.9,193.8,664,632.0
1009,1052,20,44,2013,3,10.1,203.1,797,664.0
1010,1053,21,44,2013,4,13.1,214.0,860,797.0
1011,1054,22,44,2013,5,18.3,247.2,1005,860.0
1840,1920,0,81,2011,7,26.2,178.9,740,764.0
1841,1921,1,81,2011,8,25.8,169.7,731,740.0
1842,1922,2,81,2011,9,22.8,170.2,694,731.0
1843,1923,3,81,2011,10,16.4,169.1,688,694.0
1844,1924,4,81,2011,11,11.4,169.1,650,688.0
1845,1925,5,81,2011,12,4.2,199.5,763,650.0
1846,1926,6,81,2012,1,1.8,203.1,765,763.0
1847,1927,7,81,2012,2,2.8,178.2,706,765.0
1848,1928,8,81,2012,3,6.7,172.7,788,706.0
1849,1929,9,81,2012,4,12.6,182.2,831,788.0
