ID,Label,House,Year,Month,Temperature,Daylight,EnergyProduction
598,624,0,27,2011,7,27.3,175.8,629,960.0
599,625,1,27,2011,8,26.8,161.7,616,629.0
600,626,2,27,2011,9,24.0,180.3,647,616.0
601,627,3,27,2011,10,17.3,170.3,631,647.0
602,628,4,27,2011,11,12.3,176.7,625,631.0
603,629,5,27,2011,12,4.9,205.2,755,625.0
604,630,6,27,2012,1,2.6,207.0,747,755.0
605,631,7,27,2012,2,3.4,186.5,688,747.0
606,632,8,27,2012,3,7.0,175.1,710,688.0
607,633,9,27,2012,4,12.9,177.1,717,710.0
608,634,10,27,2012,5,18.4,216.8,843,717.0
609,635,11,27,2012,6,21.2,137.9,710,843.0
610,636,12,27,2012,7,26.2,144.5,753,710.0
611,637,13,27,2012,8,28.8,256.8,958,753.0
612,638,14,27,2012,9,25.0,155.2,723,958.0
613,639,15,27,2012,10,17.5,198.4,740,723.0
614,640,16,27,2012,11,10.3,187.2,611,740.0
615,641,17,27,2012,12,4.9,200.3,615,611.0
616,642,18,27,2013,1,3.3,244.2,766,615.0
617,643,19,27,2013,2,3.7,206.0,753,766.0
618,644,20,27,2013,3,9.8,224.3,867,753.0
619,645,21,27,2013,4,12.9,226.4,869,867.0
620,646,22,27,2013,5,19.1,257.2,970,869.0
828,864,0,37,2011,7,26.9,179.7,617,804.0
829,865,1,37,2011,8,26.6,176.4,601,617.0
830,866,2,37,2011,9,24.0,177.5,654,601.0
831,867,3,37,2011,10,17.5,157.1,598,654.0
832,868,4,37,2011,11,12.3,163.3,626,598.0
833,869,5,37,2011,12,5.1,200.0,805,626.0
834,870,6,37,2012,1,2.6,206.9,792,805.0
835,871,7,37,2012,2,3.6,175.8,669,792.0
836,872,8,37,2012,3,7.2,163.9,681,669.0
837,873,9,37,2012,4,12.8,172.4,696,681.0
838,874,10,37,2012,5,18.3,208.7,824,696.0
839,875,11,37,2012,6,20.5,148.6,698,824.0
840,876,12,37,2012,7,25.7,164.0,836,698.0
841,877,13,37,2012,8,28.4,261.9,974,836.0
842,878,14,37,2012,9,24.8,165.8,709,974.0
