ID,Label,House,Year,Month,Temperature,Daylight,EnergyProduction
184,192,0,9,2011,7,26.6,175.3,539,794.0
185,193,1,9,2011,8,26.6,163.8,495,539.0
186,194,2,9,2011,9,24.1,174.5,529,495.0
187,195,3,9,2011,10,17.8,142.2,430,529.0
188,196,4,9,2011,11,12.4,154.4,433,430.0
189,197,5,9,2011,12,5.1,193.2,524,433.0
190,198,6,9,2012,1,2.5,201.4,556,524.0
191,199,7,9,2012,2,3.6,159.7,459,556.0
192,200,8,9,2012,3,7.3,154.1,477,459.0
193,201,9,9,2012,4,12.9,166.9,524,477.0
194,202,10,9,2012,5,18.3,201.2,570,524.0
195,203,11,9,2012,6,20.2,148.4,469,570.0
196,204,12,9,2012,7,25.6,177.2,598,469.0
197,205,13,9,2012,8,28.2,257.6,665,598.0
198,206,14,9,2012,9,24.8,169.6,481,665.0
199,207,15,9,2012,10,17.6,171.6,448,481.0
200,208,16,9,2012,11,10.4,161.2,346,448.0
201,209,17,9,2012,12,4.8,176.5,342,346.0
202,210,18,9,2013,1,3.1,220.2,434,342.0
203,211,19,9,2013,2,4.1,185.6,440,434.0
204,212,20,9,2013,3,10.4,187.3,524,440.0
205,213,21,9,2013,4,13.3,201.4,596,524.0
206,214,22,9,2013,5,18.2,240.6,711,596.0
299,312,0,14,2011,7,27.0,171.4,551,804.0
300,313,1,14,2011,8,26.7,149.2,510,551.0
301,314,2,14,2011,9,24.1,177.3,522,510.0
302,315,3,14,2011,10,17.5,155.4,463,522.0
303,316,4,14,2011,11,12.4,167.9,432,463.0
304,317,5,14,2011,12,4.9,198.4,474,432.0
305,318,6,14,2012,1,2.5,201.5,511,474.0
306,319,7,14,2012,2,3.4,170.4,478,511.0
307,320,8,14,2012,3,7.1,165.3,506,478.0
308,321,9,14,2012,4,13.0,171.6,545,506.0
309,322,10,14,2012,5,18.4,209.4,589,545.0
310,323,11,14,2012,6,20.9,137.6,482,589.0
311,324,12,14,2012,7,26.1,157.8,515,482.0
312,325,13,14,2012,8,28.6,252.5,649,515.0
313,326,14,14,2012,9,25.0,159.1,495,649.0
314,327,15,14,2012,10,17.5,181.7,508,495.0
315,328,16,14,2012,11,10.2,175.8,435,508.0
316,329,17,14,2012,12,4.8,187.4,460,435.0
317,330,18,14,2013,1,3.1,232.2,568,460.0
318,331,19,14,2013,2,3.8,197.8,529,568.0
319,332,20,14,2013,3,10.1,208.4,594,529.0
320,333,21,14,2013,4,13.2,213.8,605,594.0
321,334,22,14,2013,5,19.0,250.6,676,605.0
644,672,0,29,2011,7,25.6,179.0,659,1046.0
645,673,1,29,2011,8,25.5,180.5,619,659.0
646,674,2,29,2011,9,22.7,167.1,563,619.0
647,675,3,29,2011,10,16.5,152.6,511,563.0
648,676,4,29,2011,11,11.5,157.8,467,511.0
649,677,5,29,2011,12,4.3,192.4,545,467.0
650,678,6,29,2012,1,1.6,198.9,578,545.0
651,679,7,29,2012,2,2.8,159.5,499,578.0
652,680,8,29,2012,3,6.7,159.2,567,499.0
653,681,9,29,2012,4,12.3,178.3,641,567.0
654,682,10,29,2012,5,17.4,200.3,690,641.0
655,683,11,29,2012,6,19.9,153.9,592,690.0
656,684,12,29,2012,7,24.7,174.1,695,592.0
657,685,13,29,2012,8,26.8,261.5,805,695.0
658,686,14,29,2012,9,23.7,177.1,588,805.0
659,687,15,29,2012,10,16.6,179.6,520,588.0
660,688,16,29,2012,11,9.4,171.8,402,520.0
661,689,17,29,2012,12,3.6,167.4,350,402.0
662,690,18,29,2013,1,2.0,216.3,451,350.0
663,691,19,29,2013,2,3.3,183.7,468,451.0
664,692,20,29,2013,3,9.8,200.4,625,468.0
665,693,21,29,2013,4,12.5,213.0,721,625.0
666,694,22,29,2013,5,17.5,243.8,839,721.0
1380,1440,0,61,2011,7,25.8,183.5,744,1046.0
1381,1441,1,61,2011,8,25.8,176.5,716,744.0
1382,1442,2,61,2011,9,22.3,163.6,599,716.0
1383,1443,3,61,2011,10,16.3,170.1,599,599.0
1384,1444,4,61,2011,11,11.3,168.7,504,599.0
1385,1445,5,61,2011,12,4.2,204.8,541,504.0
1386,1446,6,61,2012,1,1.5,205.2,584,541.0
1387,1447,7,61,2012,2,2.8,170.3,557,584.0
1388,1448,8,61,2012,3,7.0,174.8,662,557.0
1389,1449,9,61,2012,4,13.0,194.9,750,662.0
1390,1450,10,61,2012,5,17.5,212.3,785,750.0
1391,1451,11,61,2012,6,21.0,150.1,688,785.0
1392,1452,12,61,2012,7,25.3,168.4,691,688.0
1393,1453,13,61,2012,8,26.8,257.3,861,691.0
1394,1454,14,61,2012,9,23.8,182.1,679,861.0
1395,1455,15,61,2012,10,16.5,192.9,640,679.0
1396,1456,16,61,2012,11,9.0,192.4,548,640.0
1397,1457,17,61,2012,12,3.1,176.1,490,548.0
1398,1458,18,61,2013,1,1.5,224.2,611,490.0
1399,1459,19,61,2013,2,3.4,192.6,599,611.0
1400,1460,20,61,2013,3,10.3,225.7,768,599.0
1401,1461,21,61,2013,4,12.8,231.1,793,768.0
1402,1462,22,61,2013,5,18.5,254.5,880,793.0
1495,1560,0,66,2011,7,26.0,175.0,671,711.0
1496,1561,1,66,2011,8,25.7,165.8,634,671.0
1497,1562,2,66,2011,9,22.7,169.9,556,634.0
1498,1563,3,66,2011,10,16.2,165.7,544,556.0
1499,1564,4,66,2011,11,11.5,171.3,466,544.0
1500,1565,5,66,2011,12,4.1,197.6,495,466.0
1501,1566,6,66,2012,1,1.6,199.0,533,495.0
1502,1567,7,66,2012,2,2.6,170.1,518,533.0
1503,1568,8,66,2012,3,6.5,170.4,596,518.0
1504,1569,9,66,2012,4,12.4,183.0,662,596.0
1505,1570,10,66,2012,5,17.5,208.4,709,662.0
1506,1571,11,66,2012,6,20.7,143.1,605,709.0
1507,1572,12,66,2012,7,25.2,154.6,612,605.0
1508,1573,13,66,2012,8,27.2,256.4,789,612.0
1509,1574,14,66,2012,9,23.9,166.6,602,789.0
1510,1575,15,66,2012,10,16.5,189.7,581,602.0
1511,1576,16,66,2012,11,9.2,186.4,490,581.0
1512,1577,17,66,2012,12,3.6,178.3,468,490.0
1513,1578,18,66,2013,1,2.0,228.3,585,468.0
1514,1579,19,66,2013,2,3.0,195.9,557,585.0
1515,1580,20,66,2013,3,9.5,221.5,695,557.0
1516,1581,21,66,2013,4,12.3,225.4,730,695.0
1517,1582,22,66,2013,5,18.4,253.8,804,730.0
1771,1848,0,78,2011,7,26.0,191.7,649,922.0
1772,1849,1,78,2011,8,26.1,180.4,614,649.0
