ID,Label,House,Year,Month,Temperature,Daylight,EnergyProduction
46,48,0,3,2011,7,26.9,179.7,617,839.0
47,49,1,3,2011,8,26.6,176.4,601,617.0
48,50,2,3,2011,9,24.0,177.5,654,601.0
49,51,3,3,2011,10,17.5,157.1,598,654.0
50,52,4,3,2011,11,12.3,163.3,626,598.0
51,53,5,3,2011,12,5.1,200.0,805,626.0
52,54,6,3,2012,1,2.6,206.9,792,805.0
53,55,7,3,2012,2,3.6,175.8,669,792.0
54,56,8,3,2012,3,7.2,163.9,681,669.0
55,57,9,3,2012,4,12.8,172.4,696,681.0
56,58,10,3,2012,5,18.3,208.7,824,696.0
57,59,11,3,2012,6,20.5,148.6,698,824.0
58,60,12,3,2012,7,25.7,164.0,836,698.0
59,61,13,3,2012,8,28.4,261.9,974,836.0
60,62,14,3,2012,9,24.8,165.8,709,974.0
61,63,15,3,2012,10,17.6,188.2,679,709.0
62,64,16,3,2012,11,10.5,172.6,522,679.0
63,65,17,3,2012,12,4.9,189.4,497,522.0
64,66,18,3,2013,1,3.3,232.2,632,497.0
65,67,19,3,2013,2,3.9,193.8,664,632.0
66,68,20,3,2013,3,10.1,203.1,797,664.0
67,69,21,3,2013,4,13.1,214.0,860,797.0
68,70,22,3,2013,5,18.3,247.2,1005,860.0
1633,1704,0,72,2011,7,26.8,188.8,706,679.0
1634,1705,1,72,2011,8,26.8,179.1,684,706.0
1635,1706,2,72,2011,9,23.2,167.4,595,684.0
1636,1707,3,72,2011,10,17.2,175.5,597,595.0
1637,1708,4,72,2011,11,12.0,173.7,518,597.0
1638,1709,5,72,2011,12,4.9,217.7,580,518.0
1639,1710,6,72,2012,1,2.2,215.3,616,580.0
1640,1711,7,72,2012,2,3.5,178.8,579,616.0
1641,1712,8,72,2012,3,7.8,181.6,651,579.0
1642,1713,9,72,2012,4,13.8,201.6,725,651.0
1643,1714,10,72,2012,5,18.4,218.7,749,725.0
1644,1715,11,72,2012,6,21.8,152.1,645,749.0
1645,1716,12,72,2012,7,26.2,169.8,661,645.0
1646,1717,13,72,2012,8,27.8,257.9,822,661.0
1647,1718,14,72,2012,9,24.7,183.2,665,822.0
1648,1719,15,72,2012,10,17.4,201.2,655,665.0
1649,1720,16,72,2012,11,9.7,203.5,582,655.0
1650,1721,17,72,2012,12,3.8,194.2,534,582.0
1651,1722,18,72,2013,1,2.0,234.6,640,534.0
1652,1723,19,72,2013,2,4.2,201.8,638,640.0
1653,1724,20,72,2013,3,11.2,234.0,778,638.0
1654,1725,21,72,2013,4,13.6,237.1,758,778.0
1655,1726,22,72,2013,5,19.2,258.4,838,758.0
3220,3360,0,141,2011,7,27.3,175.8,629,797.0
3221,3361,1,141,2011,8,26.8,161.7,616,629.0
3222,3362,2,141,2011,9,24.0,180.3,647,616.0
3223,3363,3,141,2011,10,17.3,170.3,631,647.0
3224,3364,4,141,2011,11,12.3,176.7,625,631.0
3225,3365,5,141,2011,12,4.9,205.2,755,625.0
3226,3366,6,141,2012,1,2.6,207.0,747,755.0
3227,3367,7,141,2012,2,3.4,186.5,688,747.0
3228,3368,8,141,2012,3,7.0,175.1,710,688.0
3229,3369,9,141,2012,4,12.9,177.1,717,710.0
3230,3370,10,141,2012,5,18.4,216.8,843,717.0
3231,3371,11,141,2012,6,21.2,137.9,710,843.0
3232,3372,12,141,2012,7,26.2,144.5,753,710.0
3233,3373,13,141,2012,8,28.8,256.8,958,753.0
3234,3374,14,141,2012,9,25.0,155.2,723,958.0
3235,3375,15,141,2012,10,17.5,198.4,740,723.0
3236,3376,16,141,2012,11,10.3,187.2,611,740.0
3237,3377,17,141,2012,12,4.9,200.3,615,611.0
3238,3378,18,141,2013,1,3.3,244.2,766,615.0
3239,3379,19,141,2013,2,3.7,206.0,753,766.0
3240,3380,20,141,2013,3,9.8,224.3,867,753.0
3241,3381,21,141,2013,4,12.9,226.4,869,867.0
3242,3382,22,141,2013,5,19.1,257.2,970,869.0
3312,3456,0,145,2011,7,26.0,175.0,671,752.0
3313,3457,1,145,2011,8,25.7,165.8,634,671.0
3314,3458,2,145,2011,9,22.7,169.9,556,634.0
3315,3459,3,145,2011,10,16.2,165.7,544,556.0
3316,3460,4,145,2011,11,11.5,171.3,466,544.0
3317,3461,5,145,2011,12,4.1,197.6,495,466.0
3318,3462,6,145,2012,1,1.6,199.0,533,495.0
3319,3463,7,145,2012,2,2.6,170.1,518,533.0
3320,3464,8,145,2012,3,6.5,170.4,596,518.0
3321,3465,9,145,2012,4,12.4,183.0,662,596.0
3322,3466,10,145,2012,5,17.5,208.4,709,662.0
3323,3467,11,145,2012,6,20.7,143.1,605,709.0
3324,3468,12,145,2012,7,25.2,154.6,612,605.0
3325,3469,13,145,2012,8,27.2,256.4,789,612.0
3326,3470,14,145,2012,9,23.9,166.6,602,789.0
3327,3471,15,145,2012,10,16.5,189.7,581,602.0
3328,3472,16,145,2012,11,9.2,186.4,490,581.0
3329,3473,17,145,2012,12,3.6,178.3,468,490.0
3330,3474,18,145,2013,1,2.0,228.3,585,468.0
3331,3475,19,145,2013,2,3.0,195.9,557,585.0
3332,3476,20,145,2013,3,9.5,221.5,695,557.0
3333,3477,21,145,2013,4,12.3,225.4,730,695.0
3334,3478,22,145,2013,5,18.4,253.8,804,730.0
3335,3480,0,146,2011,7,26.9,179.8,624,804.0
3336,3481,1,146,2011,8,26.8,159.8,593,624.0
3337,3482,2,146,2011,9,23.8,171.0,565,593.0
3338,3483,3,146,2011,10,17.5,159.7,518,565.0
3339,3484,4,146,2011,11,12.2,165.3,470,518.0
3340,3485,5,146,2011,12,5.0,205.6,520,470.0
3341,3486,6,146,2012,1,2.4,207.7,561,520.0
3342,3487,7,146,2012,2,3.6,170.6,517,561.0
3343,3488,8,146,2012,3,7.6,169.6,573,517.0
3344,3489,9,146,2012,4,13.6,183.4,634,573.0
3345,3490,10,146,2012,5,18.5,213.2,665,634.0
3346,3491,11,146,2012,6,21.3,144.6,565,665.0
3347,3492,12,146,2012,7,26.1,171.6,594,565.0
3348,3493,13,146,2012,8,28.2,253.4,721,594.0
3349,3494,14,146,2012,9,24.9,174.6,572,721.0
3350,3495,15,146,2012,10,17.5,184.9,567,572.0
3351,3496,16,146,2012,11,10.0,181.8,492,567.0
3352,3497,17,146,2012,12,4.3,185.3,482,492.0
3353,3498,18,146,2013,1,2.5,228.1,594,482.0
3354,3499,19,146,2013,2,4.2,194.5,571,594.0
3355,3500,20,146,2013,3,10.9,212.6,667,571.0
3356,3501,21,146,2013,4,13.6,219.5,668,667.0
3357,3502,22,146,2013,5,19.0,251.3,752,668.0
3611,3768,0,158,2011,7,26.0,175.0,671,839.0
3612,3769,1,158,2011,8,25.7,165.8,634,671.0
3613,3770,2,158,2011,9,22.7,169.9,556,634.0
3614,3771,3,158,2011,10,16.2,165.7,544,556.0
3615,3772,4,158,2011,11,11.5,171.3,466,544.0
3616,3773,5,158,2011,12,4.1,197.6,495,466.0
3617,3774,6,158,2012,1,1.6,199.0,533,495.0
3618,3775,7,158,2012,2,2.6,170.1,518,533.0
3619,3776,8,158,2012,3,6.5,170.4,596,518.0
3620,3777,9,158,2012,4,12.4,183.0,662,596.0
3621,3778,10,158,2012,5,17.5,208.4,709,662.0
3622,3779,11,158,2012,6,20.7,143.1,605,709.0
3623,3780,12,158,2012,7,25.2,154.6,612,605.0
3624,3781,13,158,2012,8,27.2,256.4,789,612.0
3625,3782,14,158,2012,9,23.9,166.6,602,789.0
3626,3783,15,158,2012,10,16.5,189.7,581,602.0
3627,3784,16,158,2012,11,9.2,186.4,490,581.0
3628,3785,17,158,2012,12,3.6,178.3,468,490.0
3629,3786,18,158,2013,1,2.0,228.3,585,468.0
3630,3787,19,158,2013,2,3.0,195.9,557,585.0
3631,3788,20,158,2013,3,9.5,221.5,695,557.0
3632,3789,21,158,2013,4,12.3,225.4,730,695.0
3633,3790,22,158,2013,5,18.4,253.8,804,730.0
4830,5040,0,211,2011,7,26.1,183.3,576,1005.0
4831,5041,1,211,2011,8,26.0,169.7,532,576.0
4832,5042,2,211,2011,9,23.5,176.2,498,532.0
4833,5043,3,211,2011,10,17.2,150.3,444,498.0
4834,5044,4,211,2011,11,12.6,158.4,399,444.0
4835,5045,5,211,2011,12,5.2,190.5,439,399.0
4836,5046,6,211,2012,1,2.7,193.2,475,439.0
4837,5047,7,211,2012,2,3.3,168.7,464,475.0
4838,5048,8,211,2012,3,6.8,160.2,508,464.0
4839,5049,9,211,2012,4,12.0,176.3,550,508.0
4840,5050,10,211,2012,5,17.3,206.9,603,550.0
4841,5051,11,211,2012,6,19.7,158.0,519,603.0
4842,5052,12,211,2012,7,24.8,159.1,538,519.0
4843,5053,13,211,2012,8,27.4,263.7,674,538.0
4844,5054,14,211,2012,9,24.5,166.7,491,674.0
4845,5055,15,211,2012,10,17.5,187.0,500,491.0
4846,5056,16,211,2012,11,10.8,174.5,418,500.0
4847,5057,17,211,2012,12,5.4,183.4,429,418.0
4848,5058,18,211,2013,1,3.4,233.0,529,429.0
4849,5059,19,211,2013,2,3.8,195.4,506,529.0
4850,5060,20,211,2013,3,9.6,206.5,577,506.0
4851,5061,21,211,2013,4,12.5,210.0,601,577.0
4852,5062,22,211,2013,5,17.2,250.7,688,601.0
4853,5064,0,212,2011,7,26.2,178.9,740,688.0
4854,5065,1,212,2011,8,25.8,169.7,731,740.0
4855,5066,2,212,2011,9,22.8,170.2,694,731.0
4856,5067,3,212,2011,10,16.4,169.1,688,694.0
4857,5068,4,212,2011,11,11.4,169.1,650,688.0
4858,5069,5,212,2011,12,4.2,199.5,763,650.0
4859,5070,6,212,2012,1,1.8,203.1,765,763.0
4860,5071,7,212,2012,2,2.8,178.2,706,765.0
4861,5072,8,212,2012,3,6.7,172.7,788,706.0
4862,5073,9,212,2012,4,12.6,182.2,831,788.0
4863,5074,10,212,2012,5,17.6,214.2,955,831.0
4864,5075,11,212,2012,6,20.8,143.0,837,955.0
